id,vehicleId,vehicleName,latitude,longitude,speed,heading,status,timestamp,fuelLevel,engineStatus,roadCondition,trafficCondition,routeName
1,veh-0004,Vehicle_0004,37.5727157,126.9784059,60.2,193.06,FAST,2025-01-15 08:02:00,74.24,RUNNING,intersection,normal,덕수궁
2,veh-0004,Vehicle_0004,37.5726788,126.9783951,62.7,174.34,FAST,2025-01-15 08:02:01,74.17,RUNNING,gentle_curve,normal,덕수궁
3,veh-0004,Vehicle_0004,37.5726412,126.9783998,59.96,155.59,FAST,2025-01-15 08:02:02,74.1,RUNNING,gentle_curve,normal,덕수궁
4,veh-0004,Vehicle_0004,37.5726068,126.9784195,56.1,136.98,FAST,2025-01-15 08:02:03,74.04,RUNNING,gentle_curve,heavy,덕수궁
5,veh-0004,Vehicle_0004,37.5725792,126.978452,52.24,118.08,FAST,2025-01-15 08:02:04,73.97,RUNNING,gentle_curve,heavy,덕수궁
6,veh-0004,Vehicle_0004,37.5725614,126.9784941,54.75,99.45,FAST,2025-01-15 08:02:05,73.91,RUNNING,gentle_curve,normal,덕수궁
7,veh-0004,Vehicle_0004,37.5725552,126.9785411,57.25,82.42,FAST,2025-01-15 08:02:06,73.84,RUNNING,gentle_curve,normal,덕수궁
8,veh-0004,Vehicle_0004,37.5725592,126.978579,59.75,67.71,FAST,2025-01-15 08:02:07,73.77,RUNNING,gentle_curve,normal,덕수궁
9,veh-0004,Vehicle_0004,37.5725707,126.9786144,62.25,52.54,FAST,2025-01-15 08:02:08,73.7,RUNNING,gentle_curve,normal,덕수궁
10,veh-0004,Vehicle_0004,37.5725891,126.9786447,58.44,37.46,FAST,2025-01-15 08:02:09,73.63,RUNNING,gentle_curve,normal,덕수궁
11,veh-0004,Vehicle_0004,37.5726132,126.978668,54.58,126.18,FAST,2025-01-15 08:02:10,73.57,RUNNING,curve,heavy,덕수궁
12,veh-0004,Vehicle_0004,37.5724771,126.9789028,50.72,102.09,FAST,2025-01-15 08:02:11,73.51,RUNNING,gentle_curve,normal,덕수궁
13,veh-0004,Vehicle_0004,37.5724498,126.9790632,50.72,102.09,FAST,2025-01-15 08:02:12,73.44,RUNNING,gentle_curve,normal,덕수궁
14,veh-0004,Vehicle_0004,37.5724226,126.9792237,53.22,175.67,FAST,2025-01-15 08:02:13,73.38,RUNNING,curve,normal,덕수궁
15,veh-0004,Vehicle_0004,37.5722875,126.9792366,53.22,175.67,FAST,2025-01-15 08:02:14,73.32,RUNNING,curve,normal,덕수궁
16,veh-0004,Vehicle_0004,37.5721523,126.9792495,55.72,176.49,FAST,2025-01-15 08:02:15,73.25,RUNNING,normal,normal,덕수궁
17,veh-0004,Vehicle_0004,37.571992,126.9792619,55.72,176.49,FAST,2025-01-15 08:02:16,73.19,RUNNING,normal,normal,덕수궁
18,veh-0004,Vehicle_0004,37.5718316,126.9792743,55.72,176.49,FAST,2025-01-15 08:02:17,73.12,RUNNING,normal,normal,덕수궁
19,veh-0004,Vehicle_0004,37.5716713,126.9792867,55.72,176.49,FAST,2025-01-15 08:02:18,73.06,RUNNING,normal,normal,덕수궁
20,veh-0004,Vehicle_0004,37.5715109,126.9792991,55.72,176.49,FAST,2025-01-15 08:02:19,72.99,RUNNING,normal,normal,덕수궁
21,veh-0004,Vehicle_0004,37.5713506,126.9793115,51.87,178.33,FAST,2025-01-15 08:02:20,72.93,RUNNING,normal,normal,덕수궁
22,veh-0004,Vehicle_0004,37.5712015,126.979317,54.37,178.9,FAST,2025-01-15 08:02:21,72.86,RUNNING,normal,normal,덕수궁
23,veh-0004,Vehicle_0004,37.5710443,126.9793208,54.37,178.9,FAST,2025-01-15 08:02:22,72.8,RUNNING,normal,normal,덕수궁
24,veh-0004,Vehicle_0004,37.570887,126.9793246,54.37,178.9,FAST,2025-01-15 08:02:23,72.73,RUNNING,normal,normal,덕수궁
25,veh-0004,Vehicle_0004,37.5707298,126.9793285,54.37,178.9,FAST,2025-01-15 08:02:24,72.67,RUNNING,normal,normal,덕수궁
26,veh-0004,Vehicle_0004,37.5705725,126.9793323,54.37,178.9,FAST,2025-01-15 08:02:25,72.61,RUNNING,normal,normal,덕수궁
27,veh-0004,Vehicle_0004,37.5704153,126.9793361,50.51,179.52,FAST,2025-01-15 08:02:26,72.55,RUNNING,normal,normal,덕수궁
28,veh-0004,Vehicle_0004,37.570263,126.9793377,53.01,270.84,FAST,2025-01-15 08:02:27,72.48,RUNNING,curve,normal,덕수궁
29,veh-0004,Vehicle_0004,37.5702652,126.979151,53.01,270.84,FAST,2025-01-15 08:02:28,72.42,RUNNING,curve,normal,덕수궁
30,veh-0004,Vehicle_0004,37.5702673,126.9789643,53.01,270.84,FAST,2025-01-15 08:02:29,72.36,RUNNING,curve,normal,덕수궁
31,veh-0004,Vehicle_0004,37.5702695,126.9787776,53.01,270.84,FAST,2025-01-15 08:02:30,72.29,RUNNING,curve,normal,덕수궁
32,veh-0004,Vehicle_0004,37.5702717,126.9785909,49.16,270.42,NORMAL,2025-01-15 08:02:31,72.23,RUNNING,normal,normal,덕수궁
33,veh-0004,Vehicle_0004,37.5702726,126.9784261,49.16,270.42,NORMAL,2025-01-15 08:02:32,72.18,RUNNING,normal,normal,덕수궁
34,veh-0004,Vehicle_0004,37.5702736,126.9782613,49.16,270.42,NORMAL,2025-01-15 08:02:33,72.12,RUNNING,normal,normal,덕수궁
35,veh-0004,Vehicle_0004,37.5702746,126.9780966,49.16,270.42,NORMAL,2025-01-15 08:02:34,72.06,RUNNING,normal,normal,덕수궁
36,veh-0004,Vehicle_0004,37.5702755,126.9779318,49.16,270.42,NORMAL,2025-01-15 08:02:35,72.0,RUNNING,normal,normal,덕수궁
37,veh-0004,Vehicle_0004,37.5702764,126.977767,49.16,270.42,NORMAL,2025-01-15 08:02:36,71.94,RUNNING,normal,normal,덕수궁
38,veh-0004,Vehicle_0004,37.5702774,126.9776022,45.3,270.72,NORMAL,2025-01-15 08:02:37,71.88,RUNNING,normal,normal,덕수궁
39,veh-0004,Vehicle_0004,37.5702797,126.9773713,41.45,270.68,NORMAL,2025-01-15 08:02:38,71.83,RUNNING,normal,heavy,덕수궁
40,veh-0004,Vehicle_0004,37.5702803,126.9773074,43.95,270.09,NORMAL,2025-01-15 08:02:39,71.78,RUNNING,normal,normal,덕수궁
41,veh-0004,Vehicle_0004,37.5702804,126.9772272,46.45,269.95,NORMAL,2025-01-15 08:02:40,71.72,RUNNING,normal,normal,덕수궁
42,veh-0004,Vehicle_0004,37.5702803,126.9770763,42.59,183.7,NORMAL,2025-01-15 08:02:41,71.67,RUNNING,curve,heavy,덕수궁
43,veh-0004,Vehicle_0004,37.5702423,126.9770732,45.09,183.7,NORMAL,2025-01-15 08:02:42,71.61,RUNNING,normal,normal,덕수궁
44,veh-0004,Vehicle_0004,37.5701969,126.9770695,47.59,183.75,NORMAL,2025-01-15 08:02:43,71.56,RUNNING,normal,normal,덕수궁
45,veh-0004,Vehicle_0004,37.5701365,126.9770645,50.09,88.29,FAST,2025-01-15 08:02:44,71.5,RUNNING,curve,normal,덕수궁
46,veh-0004,Vehicle_0004,37.57014,126.9772128,51.8,89.68,FAST,2025-01-15 08:02:45,71.43,RUNNING,normal,normal,덕수궁
47,veh-0004,Vehicle_0004,37.5701404,126.977303,54.3,88.84,FAST,2025-01-15 08:02:46,71.37,RUNNING,normal,normal,덕수궁
48,veh-0004,Vehicle_0004,37.5701413,126.9773592,50.44,88.78,FAST,2025-01-15 08:02:47,71.31,RUNNING,normal,normal,덕수궁
49,veh-0004,Vehicle_0004,37.5701446,126.9775546,46.59,90.32,NORMAL,2025-01-15 08:02:48,71.25,RUNNING,normal,heavy,덕수궁
50,veh-0004,Vehicle_0004,37.5701438,126.9777302,46.59,90.32,NORMAL,2025-01-15 08:02:49,71.2,RUNNING,normal,heavy,덕수궁
51,veh-0004,Vehicle_0004,37.570143,126.9779058,46.59,90.32,NORMAL,2025-01-15 08:02:50,71.14,RUNNING,normal,heavy,덕수궁
52,veh-0004,Vehicle_0004,37.5701423,126.9780815,46.59,90.32,NORMAL,2025-01-15 08:02:51,71.08,RUNNING,normal,heavy,덕수궁
53,veh-0004,Vehicle_0004,37.5701415,126.9782571,46.59,90.32,NORMAL,2025-01-15 08:02:52,71.03,RUNNING,normal,heavy,덕수궁
54,veh-0004,Vehicle_0004,37.5701407,126.9784327,49.09,181.32,NORMAL,2025-01-15 08:02:53,70.97,RUNNING,curve,normal,덕수궁
55,veh-0004,Vehicle_0004,37.5700544,126.9784302,51.59,181.24,FAST,2025-01-15 08:02:54,70.91,RUNNING,normal,normal,덕수궁
56,veh-0004,Vehicle_0004,37.5699099,126.9784263,51.59,181.24,FAST,2025-01-15 08:02:55,70.84,RUNNING,normal,normal,덕수궁
