id,vehicleId,vehicleName,latitude,longitude,speed,heading,status,timestamp,fuelLevel,engineStatus,roadCondition,trafficCondition,routeName
1,veh-0003,Vehicle_0003,37.5727157,126.9784059,46.53,193.06,NORMAL,2025-01-15 08:00:00,84.46,RUNNING,intersection,normal,조선일보광화문빌딩
2,veh-0003,Vehicle_0003,37.5726788,126.9783951,43.84,174.34,NORMAL,2025-01-15 08:00:01,84.4,RUNNING,gentle_curve,heavy,조선일보광화문빌딩
3,veh-0003,Vehicle_0003,37.5726412,126.9783998,45.55,155.59,NORMAL,2025-01-15 08:00:02,84.35,RUNNING,gentle_curve,heavy,조선일보광화문빌딩
4,veh-0003,Vehicle_0003,37.5726068,126.9784195,47.26,136.98,NORMAL,2025-01-15 08:00:03,84.29,RUNNING,gentle_curve,normal,조선일보광화문빌딩
5,veh-0003,Vehicle_0003,37.5725792,126.978452,44.58,118.08,NORMAL,2025-01-15 08:00:04,84.23,RUNNING,gentle_curve,normal,조선일보광화문빌딩
6,veh-0003,Vehicle_0003,37.5725614,126.9784941,46.29,99.45,NORMAL,2025-01-15 08:00:05,84.18,RUNNING,gentle_curve,normal,조선일보광화문빌딩
7,veh-0003,Vehicle_0003,37.5725552,126.9785411,48.0,82.42,NORMAL,2025-01-15 08:00:06,84.12,RUNNING,gentle_curve,normal,조선일보광화문빌딩
8,veh-0003,Vehicle_0003,37.5725592,126.978579,49.71,67.71,NORMAL,2025-01-15 08:00:07,84.06,RUNNING,gentle_curve,normal,조선일보광화문빌딩
9,veh-0003,Vehicle_0003,37.5725707,126.9786144,51.42,52.54,FAST,2025-01-15 08:00:08,84.0,RUNNING,gentle_curve,normal,조선일보광화문빌딩
10,veh-0003,Vehicle_0003,37.5725891,126.9786447,48.73,37.46,NORMAL,2025-01-15 08:00:09,83.94,RUNNING,gentle_curve,normal,조선일보광화문빌딩
11,veh-0003,Vehicle_0003,37.5726132,126.978668,50.44,126.18,FAST,2025-01-15 08:00:10,83.88,RUNNING,curve,normal,조선일보광화문빌딩
