id,vehicleId,vehicleName,latitude,longitude,speed,heading,status,timestamp,fuelLevel,engineStatus,roadCondition,trafficCondition,routeName
1,veh-0015,Vehicle_0015,37.5727157,126.9784059,75.11,193.06,FAST,2025-01-15 08:15:00,72.96,RUNNING,intersection,normal,귀금속 거리 (종로)
2,veh-0015,Vehicle_0015,37.5726788,126.9783951,72.5,174.34,FAST,2025-01-15 08:15:01,72.88,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
3,veh-0015,Vehicle_0015,37.5726412,126.9783998,69.89,155.59,FAST,2025-01-15 08:15:02,72.8,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
4,veh-0015,Vehicle_0015,37.5726068,126.9784195,67.28,136.98,FAST,2025-01-15 08:15:03,72.72,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
5,veh-0015,Vehicle_0015,37.5725792,126.978452,64.67,118.08,FAST,2025-01-15 08:15:04,72.65,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
6,veh-0015,Vehicle_0015,37.5725614,126.9784941,62.07,99.45,FAST,2025-01-15 08:15:05,72.58,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
7,veh-0015,Vehicle_0015,37.5725552,126.9785411,59.46,82.42,FAST,2025-01-15 08:15:06,72.51,RUNNING,gentle_curve,heavy,귀금속 거리 (종로)
8,veh-0015,Vehicle_0015,37.5725592,126.978579,56.85,67.71,FAST,2025-01-15 08:15:07,72.44,RUNNING,gentle_curve,heavy,귀금속 거리 (종로)
9,veh-0015,Vehicle_0015,37.5725707,126.9786144,54.24,52.54,FAST,2025-01-15 08:15:08,72.37,RUNNING,gentle_curve,heavy,귀금속 거리 (종로)
10,veh-0015,Vehicle_0015,37.5725891,126.9786447,56.08,37.46,FAST,2025-01-15 08:15:09,72.31,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
11,veh-0015,Vehicle_0015,37.5726132,126.978668,53.47,126.18,FAST,2025-01-15 08:15:10,72.25,RUNNING,curve,normal,귀금속 거리 (종로)
12,veh-0015,Vehicle_0015,37.5724771,126.9789028,50.87,102.09,FAST,2025-01-15 08:15:11,72.18,RUNNING,gentle_curve,heavy,귀금속 거리 (종로)
13,veh-0015,Vehicle_0015,37.5724498,126.9790632,50.87,102.09,FAST,2025-01-15 08:15:12,72.12,RUNNING,gentle_curve,heavy,귀금속 거리 (종로)
14,veh-0015,Vehicle_0015,37.5724226,126.9792237,52.7,85.94,FAST,2025-01-15 08:15:13,72.06,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
15,veh-0015,Vehicle_0015,37.5724331,126.9794108,52.7,85.94,FAST,2025-01-15 08:15:14,72.0,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
16,veh-0015,Vehicle_0015,37.5724436,126.9795978,52.7,85.94,FAST,2025-01-15 08:15:15,71.94,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
17,veh-0015,Vehicle_0015,37.5724542,126.9797849,52.7,85.94,FAST,2025-01-15 08:15:16,71.87,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
18,veh-0015,Vehicle_0015,37.5724647,126.9799719,52.7,85.94,FAST,2025-01-15 08:15:17,71.81,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
19,veh-0015,Vehicle_0015,37.5724752,126.980159,50.1,158.43,FAST,2025-01-15 08:15:18,71.75,RUNNING,curve,normal,귀금속 거리 (종로)
20,veh-0015,Vehicle_0015,37.5723505,126.9802212,50.1,158.43,FAST,2025-01-15 08:15:19,71.69,RUNNING,curve,normal,귀금속 거리 (종로)
21,veh-0015,Vehicle_0015,37.5722258,126.9802834,50.1,158.43,FAST,2025-01-15 08:15:20,71.63,RUNNING,curve,normal,귀금속 거리 (종로)
22,veh-0015,Vehicle_0015,37.5721012,126.9803455,50.1,158.43,FAST,2025-01-15 08:15:21,71.57,RUNNING,curve,normal,귀금속 거리 (종로)
23,veh-0015,Vehicle_0015,37.5719765,126.9804077,50.1,158.43,FAST,2025-01-15 08:15:22,71.51,RUNNING,curve,normal,귀금속 거리 (종로)
24,veh-0015,Vehicle_0015,37.5718518,126.9804699,51.93,158.14,FAST,2025-01-15 08:15:23,71.45,RUNNING,normal,normal,귀금속 거리 (종로)
25,veh-0015,Vehicle_0015,37.5717548,126.980519,53.77,155.35,FAST,2025-01-15 08:15:24,71.38,RUNNING,normal,normal,귀금속 거리 (종로)
26,veh-0015,Vehicle_0015,37.5716959,126.9805531,55.61,155.03,FAST,2025-01-15 08:15:25,71.32,RUNNING,normal,normal,귀금속 거리 (종로)
27,veh-0015,Vehicle_0015,37.5714973,126.9806698,53.85,154.27,FAST,2025-01-15 08:15:26,71.25,RUNNING,normal,normal,귀금속 거리 (종로)
28,veh-0015,Vehicle_0015,37.5713612,126.9807526,53.85,154.27,FAST,2025-01-15 08:15:27,71.19,RUNNING,normal,normal,귀금속 거리 (종로)
29,veh-0015,Vehicle_0015,37.5712251,126.9808353,52.08,162.29,FAST,2025-01-15 08:15:28,71.13,RUNNING,normal,normal,귀금속 거리 (종로)
30,veh-0015,Vehicle_0015,37.5709804,126.9809339,53.92,164.39,FAST,2025-01-15 08:15:29,71.06,RUNNING,normal,normal,귀금속 거리 (종로)
31,veh-0015,Vehicle_0015,37.5708057,126.9809955,51.31,178.12,FAST,2025-01-15 08:15:30,71.0,RUNNING,gentle_curve,normal,귀금속 거리 (종로)
32,veh-0015,Vehicle_0015,37.5706533,126.9810018,48.7,180.55,NORMAL,2025-01-15 08:15:31,70.94,RUNNING,normal,heavy,귀금속 거리 (종로)
33,veh-0015,Vehicle_0015,37.5705242,126.9810002,48.7,180.55,NORMAL,2025-01-15 08:15:32,70.89,RUNNING,normal,heavy,귀금속 거리 (종로)
34,veh-0015,Vehicle_0015,37.570395,126.9809987,50.54,178.93,FAST,2025-01-15 08:15:33,70.83,RUNNING,normal,normal,귀금속 거리 (종로)
35,veh-0015,Vehicle_0015,37.5703014,126.9810009,52.38,265.78,FAST,2025-01-15 08:15:34,70.76,RUNNING,curve,normal,귀금속 거리 (종로)
36,veh-0015,Vehicle_0015,37.5702892,126.9807918,52.38,265.78,FAST,2025-01-15 08:15:35,70.7,RUNNING,curve,normal,귀금속 거리 (종로)
37,veh-0015,Vehicle_0015,37.5702769,126.9805828,52.38,265.78,FAST,2025-01-15 08:15:36,70.64,RUNNING,curve,normal,귀금속 거리 (종로)
38,veh-0015,Vehicle_0015,37.5702647,126.9803737,49.77,269.63,NORMAL,2025-01-15 08:15:37,70.58,RUNNING,normal,heavy,귀금속 거리 (종로)
39,veh-0015,Vehicle_0015,37.5702639,126.980208,49.77,269.63,NORMAL,2025-01-15 08:15:38,70.52,RUNNING,normal,heavy,귀금속 거리 (종로)
40,veh-0015,Vehicle_0015,37.570263,126.9800422,49.77,269.63,NORMAL,2025-01-15 08:15:39,70.46,RUNNING,normal,heavy,귀금속 거리 (종로)
41,veh-0015,Vehicle_0015,37.5702622,126.9798765,49.77,269.63,NORMAL,2025-01-15 08:15:40,70.4,RUNNING,normal,heavy,귀금속 거리 (종로)
42,veh-0015,Vehicle_0015,37.5702613,126.9797107,49.77,269.63,NORMAL,2025-01-15 08:15:41,70.34,RUNNING,normal,heavy,귀금속 거리 (종로)
43,veh-0015,Vehicle_0015,37.5702605,126.979545,51.61,270.87,FAST,2025-01-15 08:15:42,70.28,RUNNING,normal,normal,귀금속 거리 (종로)
44,veh-0015,Vehicle_0015,37.570263,126.9793377,53.45,270.84,FAST,2025-01-15 08:15:43,70.21,RUNNING,normal,normal,귀금속 거리 (종로)
45,veh-0015,Vehicle_0015,37.5702652,126.979151,53.45,270.84,FAST,2025-01-15 08:15:44,70.15,RUNNING,normal,normal,귀금속 거리 (종로)
